Deck,Player,Date,Tournament,Placement,Player_Total,Score,Decklist_url,Tournament_url,Decklists
Mewtwo ex Gardevoir,Mamak,2024-12-28,Ursiiday's Pocket Weekly #9 • 400 USD Prize,1.0,1940.0,13 - 1 - 1,/tournament/676740fc33d8a809fb33d9f8/player/mamak/decklist,/tournament/676740fc33d8a809fb33d9f8/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""1"",""12"":""1""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Jynx"",""5"":""Professor's Research"",""6"":""Giovanni"",""7"":""Sabrina"",""8"":""Leaf"",""9"":""Pok\u00e9 Ball"",""10"":""Mythical Slab"",""11"":""X Speed"",""12"":""Red Card""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1-127)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA""}}"
Mewtwo ex Gardevoir,Viniciusmesiano,2025-01-11,Ursiiday's Pocket Weekly #11 • 400 USD Prize,2.0,1782.0,13 - 2 - 0,/tournament/6779bb0bed2c78098c6b086b/player/viniciusmesiano/decklist,/tournament/6779bb0bed2c78098c6b086b/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""2""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Professor's Research"",""6"":""Sabrina"",""7"":""Leaf"",""8"":""Blue"",""9"":""Pok\u00e9 Ball"",""10"":""Mythical Slab"",""11"":""X Speed""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Mewtwo ex Gardevoir,pimmo,2024-12-21,$120 Pocket Champions Showdown,1.0,570.0,12 - 2 - 0,/tournament/673b2e71c4180e08eacfb221/player/pimmo/decklist,/tournament/673b2e71c4180e08eacfb221/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""1"",""12"":""1""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Jynx"",""5"":""Professor's Research"",""6"":""Sabrina"",""7"":""Leaf"",""8"":""Giovanni"",""9"":""Pok\u00e9 Ball"",""10"":""Mythical Slab"",""11"":""X Speed"",""12"":""Red Card""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1-127)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA""}}"
Mewtwo ex Gardevoir,lincedorado,2025-01-17,Pocket Legends League #16 (Season 1) - 50 USD,1.0,546.0,12 - 1 - 2,/tournament/6773d87bed2c78098c6a39a7/player/lincedorado/decklist,/tournament/6773d87bed2c78098c6a39a7/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""1"",""6"":""2"",""7"":""2"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""2""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Mewtwo"",""6"":""Leaf"",""7"":""Professor's Research"",""8"":""Sabrina"",""9"":""Giovanni"",""10"":""Pok\u00e9 Ball"",""11"":""Mythical Slab""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""(A1-128)"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Mewtwo ex Gardevoir,yunlong,2025-01-04,Ursiiday's Pocket Weekly #10 • 400 USD Prize,4.0,1995.0,11 - 2 - 1,/tournament/67708cb5ed2c78098c69d24f/player/yunlong/decklist,/tournament/67708cb5ed2c78098c69d24f/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""1""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Leaf"",""6"":""Professor's Research"",""7"":""Giovanni"",""8"":""Blue"",""9"":""Mythical Slab"",""10"":""Pok\u00e9 Ball"",""11"":""Red Card""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Mewtwo ex Gardevoir,pain0xe1,2024-12-28,Pocket Legends League #13 (Season 1) - $50 USD,1.0,470.0,13 - 2 - 1,/tournament/676d04c086f3dba5340281a4/player/pain0xe1/decklist,/tournament/676d04c086f3dba5340281a4/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""2""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Professor's Research"",""6"":""Leaf"",""7"":""Blue"",""8"":""Giovanni"",""9"":""Sabrina"",""10"":""Pok\u00e9 Ball"",""11"":""Mythical Slab""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Mewtwo ex Gardevoir,kinkakuj,2025-01-16,🐸FrogEX Weekly Cup #3 • 50 USD Prize🐸,1.0,470.0,12 - 2 - 0,/tournament/6780f1ed7960ec710efead5b/player/kinkakuj/decklist,/tournament/6780f1ed7960ec710efead5b/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""1"",""6"":""2"",""7"":""2"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""2""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mewtwo"",""5"":""Mew ex"",""6"":""Professor's Research"",""7"":""Leaf"",""8"":""Giovanni"",""9"":""Sabrina"",""10"":""Pok\u00e9 Ball"",""11"":""Mythical Slab""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1-128)"",""5"":""(A1a-32)"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Mewtwo ex Gardevoir,Jimboon,2025-01-18,Ursiiday's Pocket Weekly #12 • 400 USD Prize,4.0,1610.0,11 - 3 - 0,/tournament/678305977960ec710eff1898/player/jimboon/decklist,/tournament/678305977960ec710eff1898/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""1"",""12"":""1""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Professor's Research"",""6"":""Sabrina"",""7"":""Leaf"",""8"":""Giovanni"",""9"":""Pok\u00e9 Ball"",""10"":""Mythical Slab"",""11"":""X Speed"",""12"":""Red Card""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA""}}"
Mewtwo ex Gardevoir,PatrickPTCGP,2024-12-29,the Dark League. Pikaverse got cancelled ;(,1.0,391.0,10 - 1 - 1,/tournament/67716c48ed2c78098c69effc/player/patrickptcgp/decklist,/tournament/67716c48ed2c78098c69effc/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""2""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Professor's Research"",""6"":""Leaf"",""7"":""Giovanni"",""8"":""Sabrina"",""9"":""Blue"",""10"":""Pok\u00e9 Ball"",""11"":""Mythical Slab""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Mewtwo ex Gardevoir,Dazaiii,2024-12-28,Ursiiday's Pocket Weekly #9 • 400 USD Prize,5.0,1940.0,11 - 2 - 0,/tournament/676740fc33d8a809fb33d9f8/player/dazaiii/decklist,/tournament/676740fc33d8a809fb33d9f8/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""2"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""1""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Professor's Research"",""6"":""Leaf"",""7"":""Blue"",""8"":""Sabrina"",""9"":""Giovanni"",""10"":""Pok\u00e9 Ball"",""11"":""Mythical Slab""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Mewtwo ex Gardevoir,NoXmilien,2025-01-25,Ursiiday's Pocket Weekly #13 • 400 USD Prize,4.0,1504.0,11 - 3 - 0,/tournament/678c4265010576265d116334/player/noxmilien/decklist,/tournament/678c4265010576265d116334/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""2"",""9"":""2"",""10"":""1"",""11"":""1""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Professor's Research"",""6"":""Sabrina"",""7"":""Giovanni"",""8"":""Pok\u00e9 Ball"",""9"":""X Speed"",""10"":""Mythical Slab"",""11"":""Red Card""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Mewtwo ex Gardevoir,Katepoke,2025-01-06,Monday Meta Tournament #1,1.0,366.0,10 - 1 - 0,/tournament/677afaafed2c78098c6b3658/player/katepoke/decklist,/tournament/677afaafed2c78098c6b3658/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""1"",""6"":""2"",""7"":""2"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""2""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Sigilyph"",""6"":""Professor's Research"",""7"":""Leaf"",""8"":""Giovanni"",""9"":""Sabrina"",""10"":""Pok\u00e9 Ball"",""11"":""Mythical Slab""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""(A1a-33)"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Mewtwo ex Gardevoir,retamosa98,2025-01-18,Ursiiday's Pocket Weekly #12 • 400 USD Prize,5.0,1610.0,10 - 2 - 1,/tournament/678305977960ec710eff1898/player/retamosa98/decklist,/tournament/678305977960ec710eff1898/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""2""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Professor's Research"",""6"":""Sabrina"",""7"":""Leaf"",""8"":""Blue"",""9"":""Pok\u00e9 Ball"",""10"":""Mythical Slab"",""11"":""X Speed""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Mewtwo ex Gardevoir,fireon04,2025-01-11,Ursiiday's Pocket Weekly #11 • 400 USD Prize,6.0,1782.0,10 - 2 - 1,/tournament/6779bb0bed2c78098c6b086b/player/fireon04/decklist,/tournament/6779bb0bed2c78098c6b086b/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""1"",""7"":""1"",""8"":""2"",""9"":""2"",""10"":""1"",""11"":""1"",""12"":""1""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Professor's Research"",""6"":""Leaf"",""7"":""Sabrina"",""8"":""Pok\u00e9 Ball"",""9"":""Mythical Slab"",""10"":""Red Card"",""11"":""X Speed"",""12"":""Potion""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA""}}"
Mewtwo ex Gardevoir,Sigphale,2025-01-13,$100+ Mythical Island Qualifying Tournament #3,1.0,278.0,11 - 1 - 0,/tournament/677bcce9ed2c78098c6b4c7f/player/sigphale/decklist,/tournament/677bcce9ed2c78098c6b4c7f/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""2"",""8"":""1"",""9"":""2"",""10"":""2""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Professor's Research"",""6"":""Leaf"",""7"":""Sabrina"",""8"":""Giovanni"",""9"":""Pok\u00e9 Ball"",""10"":""Mythical Slab""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA""}}"
Mewtwo ex Gardevoir,chitog27,2025-01-19,BEC Exeggutive Series! 2/8 1000$ USD,2.0,533.0,10 - 3 - 0,/tournament/67794ff7ed2c78098c6ae43e/player/chitog27/decklist,/tournament/67794ff7ed2c78098c6ae43e/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""2""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Professor's Research"",""6"":""Leaf"",""7"":""Blue"",""8"":""Giovanni"",""9"":""Sabrina"",""10"":""Mythical Slab"",""11"":""Pok\u00e9 Ball""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Mewtwo ex Gardevoir,Painpeko,2025-01-26,BEC Exeggutive Series! 3/8 1000$ USD,2.0,492.0,12 - 2 - 0,/tournament/677e7fb97960ec710efe607b/player/painpeko/decklist,/tournament/677e7fb97960ec710efe607b/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""2""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Professor's Research"",""6"":""Leaf"",""7"":""Giovanni"",""8"":""Sabrina"",""9"":""Blue"",""10"":""Pok\u00e9 Ball"",""11"":""Mythical Slab""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Mewtwo ex Gardevoir,紫獅 REOXY,2025-01-01,The dark league Wednesday 2025 special,1.0,245.0,10 - 2 - 0,/tournament/676dc70d86f3dba5340295d4/player/reoxy/decklist,/tournament/676dc70d86f3dba5340295d4/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""1"",""6"":""2"",""7"":""2"",""8"":""1"",""9"":""1"",""10"":""2"",""11"":""2""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Sigilyph"",""5"":""Mew ex"",""6"":""Professor's Research"",""7"":""Leaf"",""8"":""Sabrina"",""9"":""Blue"",""10"":""Pok\u00e9 Ball"",""11"":""Mythical Slab""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-33)"",""5"":""(A1a-32)"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Mewtwo ex Gardevoir,Jboogie2shoes,2025-01-18,Ursiiday's Pocket Weekly #12 • 400 USD Prize,7.0,1610.0,10 - 3 - 0,/tournament/678305977960ec710eff1898/player/jboogie2shoes/decklist,/tournament/678305977960ec710eff1898/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""1"",""5"":""2"",""6"":""1"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2"",""11"":""1"",""12"":""1""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Professor's Research"",""6"":""Leaf"",""7"":""Sabrina"",""8"":""Giovanni"",""9"":""Mythical Slab"",""10"":""Pok\u00e9 Ball"",""11"":""X Speed"",""12"":""Potion""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA"",""12"":""NA""}}"
Mewtwo ex Gardevoir,Uwill,2024-12-20,Pocket Legends League #12 (Season 1) - $50 USD,3.0,688.0,13 - 2 - 0,/tournament/675746e495f729096d71e63d/player/uwill/decklist,/tournament/675746e495f729096d71e63d/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""2"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""1"",""9"":""2"",""10"":""2""},""Card"":{""0"":""Ralts"",""1"":""Kirlia"",""2"":""Gardevoir"",""3"":""Mewtwo ex"",""4"":""Mew ex"",""5"":""Professor's Research"",""6"":""Leaf"",""7"":""Budding Expeditioner"",""8"":""Sabrina"",""9"":""Pok\u00e9 Ball"",""10"":""Mythical Slab""},""Version"":{""0"":""(A1-130)"",""1"":""(A1-131)"",""2"":""(A1-132)"",""3"":""(A1-129)"",""4"":""(A1a-32)"",""5"":""NA"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA""}}"
Gyarados ex Greninja,Lead,2025-01-04,Ursiiday's Pocket Weekly #10 • 400 USD Prize,1.0,1995.0,14 - 1 - 0,/tournament/67708cb5ed2c78098c69d24f/player/lead/decklist,/tournament/67708cb5ed2c78098c69d24f/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""2"",""5"":""2"",""6"":""2"",""7"":""2"",""8"":""2"",""9"":""2""},""Card"":{""0"":""Magikarp"",""1"":""Gyarados ex"",""2"":""Froakie"",""3"":""Frogadier"",""4"":""Greninja"",""5"":""Druddigon"",""6"":""Misty"",""7"":""Professor's Research"",""8"":""Leaf"",""9"":""Pok\u00e9 Ball""},""Version"":{""0"":""(A1a-17)"",""1"":""(A1a-18)"",""2"":""(A1-87)"",""3"":""(A1-88)"",""4"":""(A1-89)"",""5"":""(A1a-56)"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA""}}"
Gyarados ex Greninja,Dkmorgal,2025-01-04,Ursiiday's Pocket Weekly #10 • 400 USD Prize,3.0,1995.0,12 - 2 - 0,/tournament/67708cb5ed2c78098c69d24f/player/dkmorgal/decklist,/tournament/67708cb5ed2c78098c69d24f/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""2"",""5"":""2"",""6"":""2"",""7"":""2"",""8"":""2"",""9"":""2""},""Card"":{""0"":""Magikarp"",""1"":""Gyarados ex"",""2"":""Froakie"",""3"":""Frogadier"",""4"":""Greninja"",""5"":""Druddigon"",""6"":""Misty"",""7"":""Professor's Research"",""8"":""Leaf"",""9"":""Pok\u00e9 Ball""},""Version"":{""0"":""(A1a-17)"",""1"":""(A1a-18)"",""2"":""(A1-87)"",""3"":""(A1-88)"",""4"":""(A1-89)"",""5"":""(A1a-56)"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA""}}"
Gyarados ex Greninja,Duo,2025-01-12,Victory Road - January Challenge POCKET - 100 USD,1.0,512.0,12 - 1 - 0,/tournament/677bfdaf7960ec710efe230a/player/duo/decklist,/tournament/677bfdaf7960ec710efe230a/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""2"",""5"":""2"",""6"":""2"",""7"":""1"",""8"":""1"",""9"":""1"",""10"":""1"",""11"":""2""},""Card"":{""0"":""Magikarp"",""1"":""Gyarados ex"",""2"":""Froakie"",""3"":""Frogadier"",""4"":""Greninja"",""5"":""Druddigon"",""6"":""Professor's Research"",""7"":""Misty"",""8"":""Leaf"",""9"":""Blue"",""10"":""Sabrina"",""11"":""Pok\u00e9 Ball""},""Version"":{""0"":""(A1a-17)"",""1"":""(A1a-18)"",""2"":""(A1-87)"",""3"":""(A1-88)"",""4"":""(A1-89)"",""5"":""(A1a-56)"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
Gyarados ex Greninja,Amber2k6,2024-12-28,Ursiiday's Pocket Weekly #9 • 400 USD Prize,4.0,1940.0,11 - 3 - 0,/tournament/676740fc33d8a809fb33d9f8/player/amber2k6/decklist,/tournament/676740fc33d8a809fb33d9f8/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""2"",""5"":""2"",""6"":""2"",""7"":""2"",""8"":""2"",""9"":""2""},""Card"":{""0"":""Magikarp"",""1"":""Gyarados ex"",""2"":""Froakie"",""3"":""Frogadier"",""4"":""Greninja"",""5"":""Druddigon"",""6"":""Professor's Research"",""7"":""Misty"",""8"":""Leaf"",""9"":""Pok\u00e9 Ball""},""Version"":{""0"":""(A1a-17)"",""1"":""(A1a-18)"",""2"":""(A1-87)"",""3"":""(A1-88)"",""4"":""(A1-89)"",""5"":""(A1a-56)"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA""}}"
Gyarados ex Greninja,Riczinnn,2025-01-23,🐸FrogEX Weekly Cup #4 • 50 USD Prize🐸,1.0,431.0,12 - 2 - 0,/tournament/678929e6010576265d10e429/player/riczinnn/decklist,/tournament/678929e6010576265d10e429/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""2"",""5"":""2"",""6"":""2"",""7"":""2"",""8"":""1"",""9"":""1"",""10"":""2""},""Card"":{""0"":""Magikarp"",""1"":""Gyarados ex"",""2"":""Froakie"",""3"":""Frogadier"",""4"":""Greninja"",""5"":""Druddigon"",""6"":""Misty"",""7"":""Professor's Research"",""8"":""Leaf"",""9"":""Sabrina"",""10"":""Pok\u00e9 Ball""},""Version"":{""0"":""(A1a-17)"",""1"":""(A1a-18)"",""2"":""(A1-87)"",""3"":""(A1-88)"",""4"":""(A1-89)"",""5"":""(A1a-56)"",""6"":""NA"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA""}}"
Gyarados ex Greninja,Gian999,2025-01-07,#3 Paldea Pro League,1.0,381.0,11 - 1 - 1,/tournament/6773c824ed2c78098c6a3904/player/gian999/decklist,/tournament/6773c824ed2c78098c6a3904/details,"{""Amount"":{""0"":""2"",""1"":""2"",""2"":""2"",""3"":""2"",""4"":""2"",""5"":""1"",""6"":""1"",""7"":""2"",""8"":""2"",""9"":""1"",""10"":""1"",""11"":""2""},""Card"":{""0"":""Magikarp"",""1"":""Gyarados ex"",""2"":""Froakie"",""3"":""Frogadier"",""4"":""Greninja"",""5"":""Druddigon"",""6"":""Kangaskhan"",""7"":""Professor's Research"",""8"":""Misty"",""9"":""Leaf"",""10"":""Sabrina"",""11"":""Pok\u00e9 Ball""},""Version"":{""0"":""(A1a-17)"",""1"":""(A1a-18)"",""2"":""(A1-87)"",""3"":""(A1-88)"",""4"":""(A1-89)"",""5"":""(A1a-56)"",""6"":""(A1-203)"",""7"":""NA"",""8"":""NA"",""9"":""NA"",""10"":""NA"",""11"":""NA""}}"
